id,genre,label,audio_path,image_path
jazz.00098,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00098.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00098.png
jazz.00078,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00078.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00078.png
disco.00086,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00086.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00086.png
rock.00059,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00059.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00059.png
reggae.00071,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00071.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00071.png
hiphop.00026,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00026.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00026.png
jazz.00026,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00026.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00026.png
rock.00010,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00010.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00010.png
disco.00078,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00078.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00078.png
reggae.00039,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00039.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00039.png
jazz.00085,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00085.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00085.png
metal.00075,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00075.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00075.png
reggae.00097,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00097.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00097.png
rock.00080,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00080.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00080.png
pop.00070,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00070.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00070.png
country.00038,country,2,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\country\country.00038.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\country\country00038.png
reggae.00002,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00002.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00002.png
hiphop.00014,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00014.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00014.png
blues.00013,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00013.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00013.png
metal.00037,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00037.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00037.png
disco.00065,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00065.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00065.png
rock.00013,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00013.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00013.png
disco.00017,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00017.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00017.png
pop.00067,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00067.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00067.png
reggae.00017,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00017.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00017.png
hiphop.00028,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00028.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00028.png
country.00020,country,2,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\country\country.00020.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\country\country00020.png
reggae.00036,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00036.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00036.png
metal.00025,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00025.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00025.png
pop.00063,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00063.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00063.png
blues.00088,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00088.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00088.png
metal.00022,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00022.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00022.png
classical.00056,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00056.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00056.png
hiphop.00009,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00009.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00009.png
rock.00048,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00048.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00048.png
hiphop.00088,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00088.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00088.png
disco.00033,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00033.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00033.png
classical.00079,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00079.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00079.png
rock.00084,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00084.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00084.png
classical.00087,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00087.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00087.png
blues.00097,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00097.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00097.png
blues.00093,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00093.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00093.png
disco.00011,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00011.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00011.png
jazz.00087,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00087.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00087.png
disco.00001,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00001.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00001.png
country.00006,country,2,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\country\country.00006.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\country\country00006.png
rock.00076,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00076.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00076.png
hiphop.00086,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00086.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00086.png
jazz.00021,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00021.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00021.png
rock.00062,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00062.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00062.png
classical.00084,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00084.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00084.png
disco.00024,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00024.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00024.png
blues.00067,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00067.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00067.png
hiphop.00049,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00049.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00049.png
pop.00018,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00018.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00018.png
pop.00059,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00059.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00059.png
hiphop.00031,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00031.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00031.png
pop.00009,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00009.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00009.png
metal.00077,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00077.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00077.png
hiphop.00045,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00045.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00045.png
disco.00055,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00055.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00055.png
country.00099,country,2,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\country\country.00099.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\country\country00099.png
pop.00037,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00037.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00037.png
blues.00072,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00072.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00072.png
reggae.00034,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00034.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00034.png
jazz.00076,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00076.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00076.png
pop.00030,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00030.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00030.png
blues.00000,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00000.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00000.png
reggae.00012,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00012.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00012.png
rock.00033,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00033.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00033.png
blues.00011,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00011.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00011.png
country.00093,country,2,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\country\country.00093.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\country\country00093.png
jazz.00002,jazz,5,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\jazz\jazz.00002.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\jazz\jazz00002.png
blues.00064,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00064.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00064.png
pop.00081,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00081.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00081.png
pop.00089,pop,7,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\pop\pop.00089.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\pop\pop00089.png
classical.00089,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00089.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00089.png
disco.00069,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00069.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00069.png
reggae.00038,reggae,8,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\reggae\reggae.00038.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\reggae\reggae00038.png
disco.00004,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00004.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00004.png
hiphop.00058,hiphop,4,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\hiphop\hiphop.00058.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\hiphop\hiphop00058.png
blues.00025,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00025.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00025.png
classical.00062,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00062.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00062.png
disco.00009,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00009.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00009.png
rock.00014,rock,9,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\rock\rock.00014.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\rock\rock00014.png
classical.00053,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00053.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00053.png
metal.00039,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00039.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00039.png
disco.00038,disco,3,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\disco\disco.00038.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\disco\disco00038.png
blues.00085,blues,0,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\blues\blues.00085.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\blues\blues00085.png
classical.00060,classical,1,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\classical\classical.00060.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\classical\classical00060.png
metal.00032,metal,6,C:\VSCode Projects\MusicGenreDetector\data\raw\genres_original\metal\metal.00032.wav,C:\VSCode Projects\MusicGenreDetector\data\raw\images_original\metal\metal00032.png
